content  playCount       name
    ♬ 我录的一首歌,点赞自动播放哦 00:00◙▬▬▬▬▬▬▬▬▬▬03:00 ⏪ ▶️ ⏩          0  爱神巧克力 第2季
    ♬ 我录的一首歌,点赞自动播放哦 00:00◙▬▬▬▬▬▬▬▬▬▬03:00 ⏪ ▶️ ⏩          0  爱神巧克力 第2季
                                 第三季!第三季!第三季!求第三季          0  爱神巧克力 第2季
                                       又要等一年啊!气死了          0  爱神巧克力 第2季
                                       到底出不出第三季啊？          0  爱神巧克力 第2季
                               这是2017年的吗？现在是2018年          0  爱神巧克力 第2季
                                      第三季，什么时候出啊。          0  爱神巧克力 第2季
♬ 我录的一首歌,点赞自动播放哦 00:00◙▬▬▬▬▬▬▬▬▬▬02:30 ⏮ ⏪ ▶️ ...          0  爱神巧克力 第2季
                            太开心了又尼玛完结了在等个几月看第三部吧唉          0  爱神巧克力 第2季
                              第二季就这样悄悄完结了，好期待第三季呢          0  爱神巧克力 第2季
                    看完第二季，我特别想对男主说一句：“兄弟，那蛋糕还有吗？”          0  爱神巧克力 第2季
                                       太想哭了，快出第3季          0  爱神巧克力 第2季
                                      那个女神，才是最终人选          0  爱神巧克力 第2季
              我感觉凌小兔并没有恶意，只是想替浩一保住密秘，这三个人有点太自以为事了          0  爱神巧克力 第2季
             唐轩太奇怪了，呼呼咋咋的，一味的认为自己是正确的，没给浩一一点解释的机会          0  爱神巧克力 第2季
浩一和紫瞳，像恋人，却又有点欠佳，感觉缺了点什么的，不能强求，这就是朋友之上，恋人未至，却也...          0  爱神巧克力 第2季
                                    原来小时候雪莉比浩一高😁          0  爱神巧克力 第2季
                                  我的评论就像处女膜，从未被顶过          0  爱神巧克力 第2季
这黄毛小子真讨厌，想一巴掌过去，雪梨被他害的太惨了，不然的话，雪梨现在肯定是个活泼的小女孩，...          0  爱神巧克力 第2季
                                      第三季什么时候出来?…          0  爱神巧克力 第2季
                                    希望快点出第三季哦！第三季          0  爱神巧克力 第2季
                                                赞          0  爱神巧克力 第2季
                                                赞          0  爱神巧克力 第2季
                                    第二季完了，又要等第三季了          0  爱神巧克力 第2季
                                      第三季，第三季，第三季          0  爱神巧克力 第2季
                     期待第3季，男主到底特么跟谁在一起了，我比较希望跟夏紫瞳          0  爱神巧克力 第2季
                             我的第十六集呢😂第二季就到十五就没了啊          0  爱神巧克力 第2季
                                    怎么没更啊，苦苦等了一星期          0  爱神巧克力 第2季
                 又不是没有联系方式了，以后还可以再见面的，干嘛搞的像生离死别一样          0  爱神巧克力 第2季
                                    女子无才便是德，，。，，。          0  爱神巧克力 第2季
                             喜欢这部电视的，请给我点赞！😘😘😘          0  爱神巧克力 第2季
                                      还行也顶好看的吗？好看          0  爱神巧克力 第2季
                                    希望江浩一喜欢雪梨你们说呢          0  爱神巧克力 第2季
                                       快点更新呀!？？？？          0  爱神巧克力 第2季
                                      希望有第三季，挺好看的          0  爱神巧克力 第2季
                               爱神巧克力流泪流最多的是江浩一和雪梨          0  爱神巧克力 第2季
                                      第五人格厂长?是个怪物          0  爱神巧克力 第2季
                                应该还会有第三季，希望会有第四五季          0  爱神巧克力 第2季
                                       林渊好得瑟，真讨厌。          0  爱神巧克力 第2季
                                      为啥没有更新，为啥为啥          0  爱神巧克力 第2季
                                    还不更新！！！！！！！！！          0  爱神巧克力 第2季
                                 10什么时更新？不是每周4更新？          0  爱神巧克力 第2季
                                       沙发。。。。。。。。          0  爱神巧克力 第2季
                                  很喜欢这个电视吗？喜欢的点个赞          0  爱神巧克力 第2季
                                      拖更为什么不提前说一声          0  爱神巧克力 第2季
                                   为什么还不更新今天可是星期四          0  爱神巧克力 第2季
                                     周四更新，作者骗人。。。          0  爱神巧克力 第2季
         期待第三季…😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊❤❤          0  爱神巧克力 第2季
                                想抽根烟，压压惊，一看烟盒，没烟了          0  爱神巧克力 第2季
                                   免子\n太骗人了同意的评论。          0  爱神巧克力 第2季
                                      吞吞吐吐讨厌让我去吧？          0  爱神巧克力 第2季
                                     666666666666          0  爱神巧克力 第2季
                                       别说废话，多咬几下！          0  爱神巧克力 第2季
                                 支持国产，99999999999          0  爱神巧克力 第2季
                                       快更新呀更呀更呀更呀          0  爱神巧克力 第2季
                                       为什么不更新了？额额          0  爱神巧克力 第2季
                               好看，支持，感觉越来越喜欢这部动漫了          0  爱神巧克力 第2季
                                火还没灭呢，这就跑了，不怕森林失火          0  爱神巧克力 第2季
                                      v好的衣服高消费分分钟          0  爱神巧克力 第2季
                                      雪梨那一瞬的样子好可怕          0  爱神巧克力 第2季
那么多兵器你不学偏学剑;那么多剑法你不学偏学醉剑;明明有金剑你不是学偏学银剑。终于有一天，你...          0  爱神巧克力 第2季
                                             声优太差          0  爱神巧克力 第2季
                          SANDY也很漂亮如果和男主是最好的朋友就好了          0  爱神巧克力 第2季
                            夏紫瞳好漂亮，如果和江浩一是青梅竹马就好了          0  爱神巧克力 第2季
                                     后宫这么多担心男主身体啊          0  爱神巧克力 第2季
     ♬ 我录的一首歌,点赞自动播放哦 00:00◙▬▬▬▬▬▬▬▬▬37:20 ⏪ ▶️ ⏩          0  爱神巧克力 第2季
                                       这是我的世界？？？？          0  爱神巧克力 第2季
                                     如果想要一个愿望就点赞。          0  爱神巧克力 第2季
                                         夏梓桐可真漂亮。          0  爱神巧克力 第2季
                                    男主的身体确定没有超负荷？          0  爱神巧克力 第2季
                                              666          0  爱神巧克力 第2季
                             还喜欢看星游记，童年啊我是零四的【滑稽】          0  爱神巧克力 第2季
             好快啊，第一季的时候我才小学五六年级，现在都初二了。想想当初的朋友与同学          0  爱神巧克力 第2季
                                        不好看，不如第一季          0  爱神巧克力 第2季
                                跟谁在一起都很好。只要喜欢就行了。          0  爱神巧克力 第2季
                                      人设抄的太明显了，走了          0  爱神巧克力 第2季
                                      这歌声音有点像我的那个          0  爱神巧克力 第2季
                               如果能在动漫里和她们在一起住那就好了          0  爱神巧克力 第2季
                                里面的第一双级的那个歌手真是疯了。          0  爱神巧克力 第2季
             更新的也太慢了吧😡😡😡😳😳😳😳！！。不过只要有就好啦😄❤          0  爱神巧克力 第2季
                                            我喜欢皓一          0  爱神巧克力 第2季
                                不是说周四更新一集吗？今天都周五了          0  爱神巧克力 第2季
                                     为什么第十集还没有出来。          0  爱神巧克力 第2季
                                   希望浩一最后跟梅塔塔在一起。          0  爱神巧克力 第2季
                                          能更新快点吗！          0  爱神巧克力 第2季
                                     我喜欢紫瞳了我好羡慕男主          0  爱神巧克力 第2季
                                                圭          0  爱神巧克力 第2季
                                                参          0  爱神巧克力 第2季
     这就是部yy动漫和都市yy小说差不多，不现实。真心没意思，你们也别喷我，我只是说明我看法          0  爱神巧克力 第2季
                                           最喜欢夏紫瞳          0  爱神巧克力 第2季
                                              NaN          0  爱神巧克力 第2季
                                            第4集好看          0  爱神巧克力 第2季
                                        爱神巧克力 第二季          0  爱神巧克力 第2季
                                      作者想象力挺丰富的啊！          0  爱神巧克力 第2季
                                              NaN          0  爱神巧克力 第2季
                                              NaN          0  爱神巧克力 第2季
                                      不是说周四为什么没更新          0  爱神巧克力 第2季
                                 一首凉凉送给浩一，后宫多的烦恼.          0  爱神巧克力 第2季
                                              快更心          0  爱神巧克力 第2季
                                     恕我直言，第二季真心无聊          0  爱神巧克力 第2季
                                               哈哈          0  爱神巧克力 第2季
                           江浩一不是男的吗，不过胸怎么那么大⊙.⊙😱          0  爱神巧克力 第2季
                            我的名字就叫江浩一，我父母取的。。。。。。          0  爱神巧克力 第2季
                                      这样的巧克力给我来一打          0  爱神巧克力 第2季
                             我发现第二季的BGM都是梅塔塔出现才有的          0  爱神巧克力 第2季
                                   不好意思，这些妹子都是我的！          0  爱神巧克力 第2季
                               我感觉吕哲也不是坏人，他只是不敢反抗          0  爱神巧克力 第2季
                                    快点更新兄dei啊。。。。          0  爱神巧克力 第2季
                                         爱神也喜欢江浩一          0  爱神巧克力 第2季
                                           真是太好看了          0  爱神巧克力 第2季
                                               我·          0  爱神巧克力 第2季
GIF测测看7哦手机打11死来PK二二脸色看算了饿啦瑟爹查了log死了色觉阿克苏恶露来PK河...          0  爱神巧克力 第2季
                                       放松，体验把爱是什么          0  爱神巧克力 第2季
                                 bgm差评啊啊啊啊啊啊啊啊啊啊啊          0  爱神巧克力 第2季
                                              666          0  爱神巧克力 第2季
我也姓欧阳，好巧，大爱雪梨！我觉得雪梨才是真爱，其他人都是因为吃了巧克力才会爱男主的，而雪梨...          0  爱神巧克力 第2季
                                      太好看了，越看越好看。          0  爱神巧克力 第2季
                                       《尸兄》什么时候更新          0  爱神巧克力 第2季
                                        好好聽，好想一直聽          0  爱神巧克力 第2季
                                    好听好听！😍😍😍😍          0  爱神巧克力 第2季
                                     不喜欢那个免子一个大王八          0  爱神巧克力 第2季
                               我感觉浩一的爸爸和雪梨的爸爸长的好像          0  爱神巧克力 第2季
                                      这么多年了唉。。。。。          0  爱神巧克力 第2季
                                我决定雪梨蛮好的。。(ー_ー)!!          0  爱神巧克力 第2季
                                       我看哭了😭太感人了          0  爱神巧克力 第2季
                                  有没有3部 哈哈 有就更新快点          0  爱神巧克力 第2季
                            又是一个女主子啊，是不是又是新的女主角啊。          0  爱神巧克力 第2季
                                 有花不见叶有草不见花。猜猜什么花          0  爱神巧克力 第2季
                                       终于回来了⊙▽⊙！！          0  爱神巧克力 第2季
              大结局好好看也有点感动喜欢，爱神巧克力，在不，动画片，就给我点个赞吧。          0  爱神巧克力 第2季
                    这他妈偏题了，第一季江浩一让雪梨雪梨才拿第一，第二季咋变了          0  爱神巧克力 第2季
                                     爱神巧克力每周四更新一集          0  爱神巧克力 第2季
                                           希望有第三季          0  爱神巧克力 第2季
              我讨厌紫瞳，只知道干担心，什么事都不会，还爱装胆小，长得好看就可以了吗          0  爱神巧克力 第2季
                                   希望有人，给我透局，可以吗？          0  爱神巧克力 第2季
                                       新来的一个人是谁呀。          0  爱神巧克力 第2季
                                       飞翔翔翔／1刁钻古怪          0  爱神巧克力 第2季
                             妈的，男主就TM是个吃软饭的，恶心辣鸡。          0  爱神巧克力 第2季
                           不好看看吧？say hi～(ღゝ◡╹)ノ♡.          0  爱神巧克力 第2季
                         这一桌子菜中间那个好像是食戟之灵里塔克米做的那个          0  爱神巧克力 第2季
                                        兔子是龙三元配音吗          0  爱神巧克力 第2季
                                  是啊更新的太慢了，剧情都接不上          0  爱神巧克力 第2季
                                       怎么回事？不更新了？          0  爱神巧克力 第2季
                                    侮辱了我的女神我表示不高兴          0  爱神巧克力 第2季
                                     死林渊，恨她，恨她的点赞          0  爱神巧克力 第2季
                                  我也是醉了这渣男还有脸来找雪利          0  爱神巧克力 第2季
                                      好像快点出三，四季啊。          0  爱神巧克力 第2季
                                 ndndsnsnenwnweje          0  爱神巧克力 第2季
                                     楪祈是女主，，，，，，，          0  爱神巧克力 第2季
                                    怎么拖更了……说好的周四呢          0  爱神巧克力 第2季
                                因你入世，因你痴迷，因你爱上二次元          0  爱神巧克力 第2季
                                      刘君艳是我一生一世爱的          0  爱神巧克力 第2季
                                               回去          0  爱神巧克力 第2季
虽然我语文不好，但我会写你的名字\n虽然我数学不好，但我能算出我们在一起的日子\n虽然我英语...          0  爱神巧克力 第2季
                                              还行吧          0  爱神巧克力 第2季
                                     大声道翁色奥无多所做多群          0  爱神巧克力 第2季
                        惺惺惜惺惺想寻寻寻寻寻寻寻寻寻寻寻寻寻寻寻寻寻寻寻          0  爱神巧克力 第2季
                                         这部作品还真棒！          0  爱神巧克力 第2季
